objetID,dateReferentiel,route,longueur,prD,depPrD,concessionPrD,absD,cumulD,x_debut,y_debut,zD,prF,depPrF,concessionPrF,absF,cumulF,xF,yF,zF,cote,voie,accrochage,anneeMesureTrafic,typeComptageTrafic,typeComptageTrafic_lib,trafic_moyen_journalier,ratio_PL
TMJ19_2812,01/01/2019,N0083,31,28,25,N,420,57198,"927031,35","6683180,57",0,28,25,N,451,57229,"927005,37","6683199,69",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12656.0,
TMJ19_2813,01/01/2019,N0083,24,28,25,N,451,57229,"927005,37","6683199,69",0,28,25,N,475,57253,"926985,25","6683214,49",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12656.0,
TMJ19_2826,01/01/2019,N0085,1988,50,38,N,450,1203,"912194,75","6449852,39",0,51,38,N,763,3191,"913315,99","6448498,53",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2827,01/01/2019,N0085,175,51,38,N,763,3191,"913315,99","6448498,53",0,51,38,N,938,3366,"913530,62","6448403,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2828,01/01/2019,N0085,124,51,38,N,938,3366,"913530,62","6448403,51",0,51,38,N,1062,3490,"913596,7","6448297,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2829,01/01/2019,N0085,4905,51,38,N,1062,3490,"913596,7","6448297,51",0,56,38,N,204,8395,"917501,77","6446429,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2830,01/01/2019,N0085,38,56,38,N,204,8395,"917501,77","6446429,25",0,56,38,N,242,8433,"917537,67","6446416,33",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2831,01/01/2019,N0085,31,56,38,N,242,8433,"917537,67","6446416,33",0,56,38,N,273,8464,"917565,06","6446401,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2832,01/01/2019,N0085,1,56,38,N,273,8464,"917565,06","6446401,41",0,56,38,N,274,8465,"917565,9","6446400,85",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30206.0,74
TMJ19_2911,01/01/2019,N0085,808,0,5,N,0,57436,"933538,01","6416315,83",0,0,5,N,808,58244,"934092,75","6415934,44",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2912,01/01/2019,N0085,345,0,5,N,808,58244,"934092,75","6415934,44",0,1,5,N,166,58589,"934391,97","6415794,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2913,01/01/2019,N0085,27,1,5,N,166,58589,"934391,97","6415794,78",0,1,5,N,193,58616,"934418,84","6415793,5",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2914,01/01/2019,N0085,285,1,5,N,193,58616,"934418,84","6415793,5",0,1,5,N,478,58901,"934680,08","6415682,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2915,01/01/2019,N0085,125,1,5,N,478,58901,"934680,08","6415682,04",0,1,5,N,603,59026,"934775,67","6415602,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2916,01/01/2019,N0085,1205,1,5,N,603,59026,"934775,67","6415602,81",0,2,5,N,818,60231,"935411,11","6415082,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2917,01/01/2019,N0085,19616,2,5,N,818,60231,"935411,11","6415082,8",0,22,5,N,651,79847,"943450,3","6402035,8",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,3199.0,71
TMJ19_2918,01/01/2019,N0085,10630,22,5,N,651,79847,"943450,3","6402035,8",0,33,5,N,328,90477,"944511,3","6392538,24",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5979.0,52
TMJ19_2919,01/01/2019,N0085,3013,33,5,N,328,90477,"944511,3","6392538,24",0,35,5,N,1330,93490,"944346,41","6390676,66",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7973.0,
TMJ19_2920,01/01/2019,N0085,832,35,5,N,1330,93490,"944346,41","6390676,66",0,36,5,N,800,94322,"944770,89","6390273,17",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2921,01/01/2019,N0085,217,36,5,N,800,94322,"944770,89","6390273,17",0,36,5,N,1017,94539,"944797,67","6390055,2",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2922,01/01/2019,N0085,20,36,5,N,1017,94539,"944797,67","6390055,2",0,36,5,N,1037,94559,"944800,33","6390035,13",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2923,01/01/2019,N0085,99,36,5,N,1037,94559,"944800,33","6390035,13",0,36,5,N,1136,94658,"944810,66","6389935,48",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2924,01/01/2019,N0085,318,36,5,N,1136,94658,"944810,66","6389935,48",0,37,5,N,102,94976,"944849,36","6389626,95",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2925,01/01/2019,N0085,991,37,5,N,102,94976,"944849,36","6389626,95",0,38,5,N,42,95967,"944330,25","6388932,32",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2926,01/01/2019,N0085,19,38,5,N,42,95967,"944330,25","6388932,32",0,38,5,N,61,95986,"944315,43","6388942,14",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2927,01/01/2019,N0085,299,38,5,N,61,95986,"944315,43","6388942,14",0,38,5,N,360,96285,"944139,94","6388721,52",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7964.0,
TMJ19_2928,01/01/2019,N0085,55,38,5,N,360,96285,"944139,94","6388721,52",0,38,5,N,415,96340,"944103,19","6388682,18",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,20381.0,
TMJ19_2929,01/01/2019,N0085,2349,38,5,N,415,96340,"944103,19","6388682,18",0,40,5,N,726,98689,"942628,59","6386858,18",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,20381.0,
TMJ19_2930,01/01/2019,N0085,238,40,5,N,726,98689,"942628,59","6386858,18",0,40,5,N,964,98927,"942476,93","6386675,12",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,17377.0,
TMJ19_2931,01/01/2019,N0085,1169,40,5,N,964,98927,"942476,93","6386675,12",0,42,5,N,199,100096,"942153,53","6385596,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12604.0,60
TMJ19_2932,01/01/2019,N0085,2005,42,5,N,199,100096,"942153,53","6385596,27",0,44,5,N,278,102101,"942081,73","6383794,71",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12604.0,60
TMJ19_2933,01/01/2019,N0085,2810,44,5,N,278,102101,"942081,73","6383794,71",0,47,5,N,163,104911,"941537,05","6381039,65",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12604.0,60
TMJ19_2934,01/01/2019,N0085,1269,47,5,N,163,104911,"941537,05","6381039,65",0,48,5,N,437,106180,"941305,01","6379795,63",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12604.0,60
TMJ19_2935,01/01/2019,N0085,3099,48,5,N,437,106180,"941305,01","6379795,63",0,51,5,N,523,109279,"941231,47","6376712,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12604.0,60
TMJ19_2936,01/01/2019,N0085,801,51,5,N,523,109279,"941231,47","6376712,04",0,52,5,N,326,110080,"940950,6","6376084,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17947.0,92
TMJ19_2937,01/01/2019,N0085,3082,16,4,N,0,110080,"938333,57","6340963,37",0,19,4,N,90,113162,"940477,54","6338774,59",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10350.0,52
TMJ19_2945,01/01/2019,N0085,702,26,4,N,400,120499,"942485,13","6332259,27",0,27,4,N,88,121201,943159,"6332142,48",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7303.0,
TMJ19_2946,01/01/2019,N0085,98,27,4,N,88,121201,943159,"6332142,48",0,27,4,N,186,121299,"943256,8","6332142,19",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7303.0,
TMJ19_2947,01/01/2019,N0085,699,27,4,N,186,121299,"943256,8","6332142,19",0,27,4,N,885,121998,"943943,76","6332143,59",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7303.0,
TMJ19_2948,01/01/2019,N0085,7696,27,4,N,885,121998,"943943,76","6332143,59",0,35,4,N,751,129694,"950948,43","6332238,54",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12926.0,71
TMJ19_2949,01/01/2019,N0085,190,35,4,N,751,129694,"950948,43","6332238,54",0,35,4,N,941,129884,"951090,02","6332364,98",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12926.0,71
TMJ19_2950,01/01/2019,N0085,279,35,4,N,941,129884,"951090,02","6332364,98",0,36,4,N,220,130163,"951324,71","6332511,17",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,12926.0,71
TMJ19_2951,01/01/2019,N0085,3715,36,4,N,220,130163,"951324,71","6332511,17",0,39,4,N,945,133878,"954139,63","6334746,87",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,16388.0,
TMJ19_2952,01/01/2019,N0085,1640,39,4,N,945,133878,"954139,63","6334746,87",0,41,4,N,630,135518,"955345,87","6335825,34",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,12072.0,
TMJ19_2953,01/01/2019,N0085,2500,41,4,N,630,135518,"955345,87","6335825,34",0,44,4,N,140,138018,"957592,35","6336736,88",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17100.0,27
TMJ19_2954,01/01/2019,N0085,10,44,4,N,140,138018,"957592,35","6336736,88",0,44,4,N,150,138028,"957598,13","6336729,27",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7419.0,
TMJ19_2955,01/01/2019,N0085,110,44,4,N,150,138028,"957598,13","6336729,27",0,44,4,N,260,138138,"957627,4","6336625,8",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7419.0,
TMJ19_2956,01/01/2019,N0085,425,44,4,N,260,138138,"957627,4","6336625,8",0,44,4,N,685,138563,"957496,84","6336426,35",0,I,0,ACCROCHE,2019.0,8.0,Temporaire journalier,7419.0,
TMJ19_2958,01/01/2019,N0085,6033,47,4,N,290,138873,"957231,09","6336283,45",0,54,4,N,384,144906,"956936,78","6331337,14",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4431.0,102
TMJ19_2959,01/01/2019,N0085,2007,54,4,N,384,144906,"956936,78","6331337,14",0,56,4,N,611,146913,"957364,06","6329589,08",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4431.0,102
TMJ19_2960,01/01/2019,N0085,447,56,4,N,611,146913,"957364,06","6329589,08",0,57,4,N,250,147360,"957593,56","6329211,04",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4431.0,102
TMJ19_2961,01/01/2019,N0085,5171,57,4,N,250,147360,"957593,56","6329211,04",0,62,4,N,493,152531,"961482,81","6328822,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4074.0,
TMJ19_2962,01/01/2019,N0085,462,62,4,N,493,152531,"961482,81","6328822,11",0,63,4,N,0,152993,"961944,29","6328805,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4074.0,
TMJ19_2963,01/01/2019,N0085,11431,63,4,N,0,152993,"961944,29","6328805,32",0,74,4,N,591,164424,"969781,84","6323156,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4074.0,
TMJ19_2964,01/01/2019,N0085,517,74,4,N,591,164424,"969781,84","6323156,4",0,75,4,N,80,164941,"970123,36",6322769,0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4074.0,
TMJ19_2965,01/01/2019,N0085,25,75,4,N,80,164941,"970123,36",6322769,0,75,4,N,105,164966,"970142,2","6322750,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,4074.0,
TMJ19_2970,01/01/2019,N0086,8499,4,30,N,991,5565,"831718,18","6351068,54",0,12,30,N,860,14064,"829505,54","6343293,64",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,17740.0,83
TMJ19_2973,01/01/2019,N0087,500,1,38,N,0,697,"913067,19","6454551,5",0,1,38,N,500,1197,"913371,99","6454154,21",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,89500.0,49
TMJ19_2974,01/01/2019,N0087,1988,1,38,N,500,1197,"913371,99","6454154,21",0,3,38,N,500,3185,"915258,71","6454060,65",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,76990.0,50
TMJ19_2975,01/01/2019,N0087,745,3,38,N,500,3185,"915258,71","6454060,65",0,4,38,N,250,3930,"915837,1","6454525,32",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,89442.0,43
TMJ19_2976,01/01/2019,N0087,1746,4,38,N,250,3930,"915837,1","6454525,32",0,6,38,N,0,5676,"916815,45","6455970,08",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,88864.0,53
TMJ19_2977,01/01/2019,N0087,1991,6,38,N,0,5676,"916815,45","6455970,08",0,8,38,N,0,7667,"918170,73","6457408,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,79523.0,59
TMJ19_2978,01/01/2019,N0087,54,8,38,N,0,7667,"918170,73","6457408,97",0,8,38,N,54,7721,"918201,46","6457453,55",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,78714.0,54
TMJ19_2979,01/01/2019,N0087,"57,8",8,38,N,54,7721,"918201,46","6457453,55",0,8,38,N,"111,8","7778,8","918232,57","6457502,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,78714.0,54
TMJ19_2980,01/01/2019,N0087,"588,2",8,38,N,"111,8","7778,8","918232,57","6457502,42",0,8,38,N,700,8367,"918422,14","6458056,41",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,78714.0,54
TMJ19_2981,01/01/2019,N0087,3505,8,38,N,700,8367,"918422,14","6458056,41",0,11,38,N,1221,11872,"919955,98","6460509,28",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,72671.0,49
TMJ19_2983,01/01/2019,N0088,655,34,42,N,840,5853,"812570,21","6482951,77",0,35,42,N,500,6508,"811958,03","6482800,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,31368.0,55
TMJ19_2984,01/01/2019,N0088,14,35,42,N,500,6508,"811958,03","6482800,78",0,35,42,N,514,6522,"811946,82","6482792,37",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,65404.0,53
TMJ19_2985,01/01/2019,N0088,1261,35,42,N,514,6522,"811946,82","6482792,37",0,36,42,N,782,7783,"810824,67","6482546,46",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,65404.0,53
TMJ19_2986,01/01/2019,N0088,1660,36,42,N,782,7783,"810824,67","6482546,46",0,38,42,N,463,9443,"810248,9","6481021,13",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,73911.0,56
TMJ19_2987,01/01/2019,N0088,904,38,42,N,463,9443,"810248,9","6481021,13",0,39,42,N,365,10347,"809674,15","6480321,22",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,72894.0,51
TMJ19_2988,01/01/2019,N0088,1614,39,42,N,365,10347,"809674,15","6480321,22",0,41,42,N,0,11961,"808293,41","6479632,93",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,54683.0,63
TMJ19_2989,01/01/2019,N0088,6671,41,42,N,0,11961,"808293,41","6479632,93",0,47,42,N,720,18632,"802146,57","6477369,68",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,57612.0,59
TMJ19_2990,01/01/2019,N0088,1611,47,42,N,720,18632,"802146,57","6477369,68",0,49,42,N,350,20243,"800688,18","6477704,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,36940.0,63
TMJ19_2991,01/01/2019,N0088,1969,49,42,N,350,20243,"800688,18","6477704,52",0,51,42,N,300,22212,"799615,71","6476271,2",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,30265.0,70
TMJ19_2992,01/01/2019,N0088,1075,51,42,N,300,22212,"799615,71","6476271,2",0,0,43,N,0,23287,"799439,94","6475230,28",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,29272.0,72
TMJ19_2993,01/01/2019,N0088,"6514,1",0,43,N,0,23287,"799439,94","6475230,28",0,6,43,N,"714,1","29801,1","797061,88","6470496,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13963.0,177
TMJ19_2994,01/01/2019,N0088,"1027,9",6,43,N,"714,1","29801,1","797061,88","6470496,27",0,7,43,N,750,30829,"796571,01","6469598,56",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13963.0,177
TMJ19_2995,01/01/2019,N0088,7293,7,43,N,750,30829,"796571,01","6469598,56",0,15,43,N,100,38122,"791455,55",6465019,0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,13963.0,177
TMJ19_3006,01/01/2019,N0088,4931,73,43,N,700,91297,"766444,53","6430683,92",0,78,43,N,544,96228,"766599,29","6425892,52",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,9576.0,126
TMJ19_3007,01/01/2019,N0088,1988,78,43,N,544,96228,"766599,29","6425892,52",0,80,43,N,487,98216,"766977,33","6423997,79",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,9576.0,126
TMJ19_3008,01/01/2019,N0088,5458,80,43,N,487,98216,"766977,33","6423997,79",0,85,43,N,1000,103674,"766995,98","6418619,03",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,9576.0,126
TMJ19_3011,01/01/2019,N0088,250,0,48,N,0,120626,"768307,02","6405294,75",0,0,48,N,250,120876,"768230,83","6405055,12",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5947.0,110
TMJ19_3012,01/01/2019,N0088,2042,0,48,N,250,120876,"768230,83","6405055,12",0,2,48,N,0,122918,"767660,73","6403311,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5947.0,110
TMJ19_3014,01/01/2019,N0088,115,53,48,N,185,171426,"738345,56","6379724,54",0,53,48,N,300,171541,"738238,2","6379681,67",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3015,01/01/2019,N0088,492,53,48,N,300,171541,"738238,2","6379681,67",0,53,48,N,792,172033,"737793,1","6379466,01",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3016,01/01/2019,N0088,737,53,48,N,792,172033,"737793,1","6379466,01",0,54,48,N,527,172770,"737157,69","6379099,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3017,01/01/2019,N0088,373,54,48,N,527,172770,"737157,69","6379099,72",0,54,48,N,900,173143,"736865,87","6378872,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3018,01/01/2019,N0088,998,54,48,N,900,173143,"736865,87","6378872,78",0,55,48,N,900,174141,"736788,48","6378106,07",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3019,01/01/2019,N0088,1575,55,48,N,900,174141,"736788,48","6378106,07",0,57,48,N,620,175716,"736404,28","6376956,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3020,01/01/2019,N0088,994,57,48,N,620,175716,"736404,28","6376956,81",0,58,48,N,619,176710,"736390,08","6376045,27",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,8852.0,244
TMJ19_3021,01/01/2019,N0088,2179,58,48,N,619,176710,"736390,08","6376045,27",0,60,48,N,980,178889,"734730,86","6375698,7",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5839.0,134
TMJ19_3022,01/01/2019,N0088,1054,60,48,N,980,178889,"734730,86","6375698,7",0,62,48,N,31,179943,"733867,85","6376088,45",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5839.0,134
TMJ19_3023,01/01/2019,N0088,315,62,48,N,31,179943,"733867,85","6376088,45",0,62,48,N,346,180258,"733737,24","6376364,2",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5839.0,134
TMJ19_3024,01/01/2019,N0088,665,62,48,N,346,180258,"733737,24","6376364,2",0,63,48,N,19,180923,"733291,32","6376759,36",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5839.0,134
TMJ19_3025,01/01/2019,N0088,2523,63,48,N,19,180923,"733291,32","6376759,36",0,65,48,N,751,183446,"731728,01","6378035,72",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,5839.0,134
TMJ19_3028,01/01/2019,N0088,415,2,12,N,800,202989,"704937,45","6359453,64",0,3,12,N,215,203404,"704523,31","6359550,14",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3029,01/01/2019,N0088,485,3,12,N,215,203404,"704523,31","6359550,14",0,3,12,N,700,203889,"704070,23","6359432,99",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3030,01/01/2019,N0088,207,3,12,N,700,203889,"704070,23","6359432,99",0,3,12,N,907,204096,"703923,82","6359287,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3031,01/01/2019,N0088,241,3,12,N,907,204096,"703923,82","6359287,91",0,3,12,N,1148,204337,"703722,88","6359166,44",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3032,01/01/2019,N0088,170,3,12,N,1148,204337,"703722,88","6359166,44",0,3,12,N,1318,204507,"703550,79","6359194,3",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3033,01/01/2019,N0088,40,3,12,N,1318,204507,"703550,79","6359194,3",0,3,12,N,1358,204547,"703512,09","6359194,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3034,01/01/2019,N0088,4817,3,12,N,1358,204547,"703512,09","6359194,78",0,8,12,N,279,209364,"699467,39","6361042,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3035,01/01/2019,N0088,1543,8,12,N,279,209364,"699467,39","6361042,42",0,9,12,N,905,210907,"698033,28","6361280,84",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3036,01/01/2019,N0088,289,9,12,N,905,210907,"698033,28","6361280,84",0,10,12,N,220,211196,697756,"6361315,73",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3037,01/01/2019,N0088,70,10,12,N,220,211196,697756,"6361315,73",0,10,12,N,290,211266,"697702,91","6361307,95",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3038,01/01/2019,N0088,1010,10,12,N,290,211266,"697702,91","6361307,95",0,11,12,N,321,212276,"696921,84","6360706,96",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3039,01/01/2019,N0088,31,11,12,N,321,212276,"696921,84","6360706,96",0,11,12,N,352,212307,"696896,3","6360700,81",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3040,01/01/2019,N0088,11450,11,12,N,352,212307,"696896,3","6360700,81",0,23,12,N,48,223757,"686815,27","6363982,62",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3041,01/01/2019,N0088,80,23,12,N,48,223757,"686815,27","6363982,62",0,23,12,N,128,223837,"686764,06","6364043,47",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3042,01/01/2019,N0088,211,23,12,N,128,223837,"686764,06","6364043,47",0,23,12,N,339,224048,"686658,03","6364224,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3043,01/01/2019,N0088,20,23,12,N,339,224048,"686658,03","6364224,11",0,23,12,N,359,224068,"686648,74","6364241,7",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3044,01/01/2019,N0088,1028,23,12,N,359,224068,"686648,74","6364241,7",0,24,12,N,290,225096,"686181,76","6365144,26",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,6967.0,294
TMJ19_3045,01/01/2019,N0088,11896,24,12,N,290,225096,"686181,76","6365144,26",0,36,12,N,82,236992,"675957,82","6365677,42",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3046,01/01/2019,N0088,88,36,12,N,82,236992,"675957,82","6365677,42",0,36,12,N,170,237080,"675874,98","6365706,11",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3047,01/01/2019,N0088,150,36,12,N,170,237080,"675874,98","6365706,11",0,36,12,N,320,237230,"675733,71","6365754,77",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3048,01/01/2019,N0088,20,36,12,N,320,237230,"675733,71","6365754,77",0,36,12,N,340,237250,"675714,9","6365761,34",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3049,01/01/2019,N0088,20,36,12,N,340,237250,"675714,9","6365761,34",0,36,12,N,360,237270,"675696,1","6365767,94",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3050,01/01/2019,N0088,15,36,12,N,360,237270,"675696,1","6365767,94",0,36,12,N,375,237285,"675681,94","6365772,71",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3051,01/01/2019,N0088,5962,36,12,N,375,237285,"675681,94","6365772,71",0,42,12,N,390,243247,"671084,62","6363909,97",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,10678.0,117
TMJ19_3055,01/01/2019,N0088,610,46,12,N,500,247417,"667416,99","6363936,98",0,47,12,N,0,248027,"666890,16","6363661,91",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27652.0,67
TMJ19_3056,01/01/2019,N0088,1180,47,12,N,0,248027,"666890,16","6363661,91",0,48,12,N,100,249207,"666116,75","6362856,59",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,24583.0,
TMJ19_3057,01/01/2019,N0088,463,48,12,N,100,249207,"666116,75","6362856,59",0,48,12,N,563,249670,"665733,82","6362628,2",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21773.0,
TMJ19_3058,01/01/2019,N0088,21,48,12,N,563,249670,"665733,82","6362628,2",0,48,12,N,584,249691,"665712,82","6362631,25",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21773.0,
TMJ19_3059,01/01/2019,N0088,76,48,12,N,584,249691,"665712,82","6362631,25",0,48,12,N,660,249767,"665672,05","6362576,4",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,21773.0,
TMJ19_3060,01/01/2019,N0088,1562,48,12,N,660,249767,"665672,05","6362576,4",0,50,12,N,0,251329,"664555,65","6361599,78",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,23646.0,
TMJ19_3061,01/01/2019,N0088,237,50,12,N,0,251329,"664555,65","6361599,78",0,50,12,N,237,251566,"664429,96","6361401,51",0,I,0,ACCROCHE,2019.0,1.0,Permanent horaire,27505.0,
